numero_processo,sabesp_polo,faixa_valor,Actionability_Score,VME_Score_Otimizado,Acao_Estrategica_Final,Categoria_Estrategica
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1008043-45.2025.8.26.0223,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004196-75.2025.8.26.0048,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
4016931-88.2025.8.26.0016,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1005366-92.2025.8.26.0271,REU,ALTO,15,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001552-08.2018.8.26.0695,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1003568-74.2023.8.26.0495,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0003363-88.2025.8.26.0011,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002454-66.2024.8.26.0495,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1062433-14.2023.8.26.0100,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0008005-15.2011.8.26.0361,AUTOR,ALTO,4,4.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1000381-17.2025.8.26.0486,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1026443-59.2023.8.26.0003,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1032252-50.2018.8.26.0053,REU,MUITO_ALTO,24,24.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1053600-12.2020.8.26.0100,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1008043-45.2025.8.26.0223,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004196-75.2025.8.26.0048,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
4016931-88.2025.8.26.0016,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1005366-92.2025.8.26.0271,REU,ALTO,15,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001552-08.2018.8.26.0695,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1003568-74.2023.8.26.0495,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0003363-88.2025.8.26.0011,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002454-66.2024.8.26.0495,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1062433-14.2023.8.26.0100,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0008005-15.2011.8.26.0361,AUTOR,ALTO,4,4.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1000381-17.2025.8.26.0486,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1026443-59.2023.8.26.0003,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1032252-50.2018.8.26.0053,REU,MUITO_ALTO,24,24.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1053600-12.2020.8.26.0100,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1008043-45.2025.8.26.0223,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004196-75.2025.8.26.0048,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
4016931-88.2025.8.26.0016,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1005366-92.2025.8.26.0271,REU,ALTO,15,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001552-08.2018.8.26.0695,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1003568-74.2023.8.26.0495,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0003363-88.2025.8.26.0011,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002454-66.2024.8.26.0495,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1062433-14.2023.8.26.0100,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0008005-15.2011.8.26.0361,AUTOR,ALTO,4,4.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1000381-17.2025.8.26.0486,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1026443-59.2023.8.26.0003,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1032252-50.2018.8.26.0053,REU,MUITO_ALTO,24,24.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1053600-12.2020.8.26.0100,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1008043-45.2025.8.26.0223,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004196-75.2025.8.26.0048,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
4016931-88.2025.8.26.0016,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1005366-92.2025.8.26.0271,REU,ALTO,15,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001552-08.2018.8.26.0695,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1003568-74.2023.8.26.0495,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0003363-88.2025.8.26.0011,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002454-66.2024.8.26.0495,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1062433-14.2023.8.26.0100,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0008005-15.2011.8.26.0361,AUTOR,ALTO,4,4.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1000381-17.2025.8.26.0486,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1026443-59.2023.8.26.0003,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1032252-50.2018.8.26.0053,REU,MUITO_ALTO,24,24.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1053600-12.2020.8.26.0100,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1008043-45.2025.8.26.0223,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0020906-81.2024.8.26.0224,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004196-75.2025.8.26.0048,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
4016931-88.2025.8.26.0016,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1005366-92.2025.8.26.0271,REU,ALTO,15,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001552-08.2018.8.26.0695,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1003568-74.2023.8.26.0495,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0003363-88.2025.8.26.0011,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002454-66.2024.8.26.0495,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1062433-14.2023.8.26.0100,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0008005-15.2011.8.26.0361,AUTOR,ALTO,4,4.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1000381-17.2025.8.26.0486,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1026443-59.2023.8.26.0003,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1032252-50.2018.8.26.0053,REU,MUITO_ALTO,24,24.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1053600-12.2020.8.26.0100,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1009678-41.2025.8.26.0068,REU,ALTO,20,20.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1001660-94.2025.8.26.0047,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001600-83.2025.8.26.0189,REU,MEDIO,8,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1001856-21.2025.8.26.0514,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0004425-43.2024.8.26.0127,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1006504-92.2024.8.26.0477,REU,MEDIO,12,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Armadilha"""
1021044-84.2025.8.26.0001,AUTOR,ALTO,4,0.0,COBRANÇA MASSIVA (RECURSO MÍNIMO),"Casos ""Secundários"""
1025075-47.2025.8.26.0002,REU,MEDIO_BAIXO,6,6.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Silenciosos"""
1506761-93.2025.8.26.0002,REU,MEDIO,4,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1002374-11.2024.8.26.0396,REU,MEDIO,8,8.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1006307-46.2025.8.26.0011,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1013352-76.2019.8.26.0152,REU,ALTO,15,15.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
0020610-37.2025.8.16.0019,REU,MEDIO_BAIXO,6,0.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1001123-37.2025.8.26.0326,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
4006088-79.2025.8.26.0011,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
1004195-37.2025.8.26.0001,REU,BAIXO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
0002645-63.2008.8.26.0601,REU,MEDIO_BAIXO,9,9.0,MITIGAÇÃO MÁXIMA (RECURSOS SÊNIOR),"Casos ""Ouro"""
1008557-17.2025.8.26.0152,REU,MEDIO,4,4.0,DEFESA PADRÃO (AUTOMAÇÃO),"Casos ""Secundários"""
